コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,モバイル表示,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,サイズ表リンク
,high-hub-p-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ポリッシュ リア (Phil Wood High Flange Track Hub POLISH Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-p-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-p-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-p-r.jpg,PhilWoodHighFlangeTrackHubPOLISHRear,,,-1,0,,,,,,296915-0010001914,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-pi-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ピンク フロント (Phil Wood High Flange Track Hub PINK Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-pi-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-pi-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-pi-f.jpg,PhilWoodHighFlangeTrackHubPINKFront,,,-1,0,,,,,,296915-0010001912,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-pi-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド ピンク リア (Phil Wood High Flange Track Hub PINK Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-pi-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-pi-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-pi-r.jpg,PhilWoodHighFlangeTrackHubPINKRear,,,-1,0,,,,,,296915-0010001913,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-pr-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド パープル フロント (Phil Wood High Flange Track Hub PURPLE Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-pr-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-pr-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-pr-f.jpg,PhilWoodHighFlangeTrackHubPURPLEFront,,,-1,0,,,,,,296915-0010001915,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-pr-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド パープル リア (Phil Wood High Flange Track Hub PURPLE Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/high-hub-pr-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-pr-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-pr-r.jpg,PhilWoodHighFlangeTrackHubPURPLERear,,,-1,0,,,,,,296915-0010001916,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-r-f,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド レッド フロント (Phil Wood High Flange Track Hub RED Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,21420,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/high-hub-r-f.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-r-f.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-r-f.jpg,PhilWoodHighFlangeTrackHubREDFront,,,-1,0,,,,,,296915-0010001917,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,high-hub-r-r,,407713,,ハブ,Philwood,【ピストバイク ハブ】 フィルウッド レッド リア (Phil Wood High Flange Track Hub RED Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,22470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/high-hub-r-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/high-hub-r-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/high-hub-r-r.jpg,PhilWoodHighFlangeTrackHubREDRear,,,-1,0,,,,,,296915-0010001918,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b123aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー シルバー (NITTO B123AA SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,9713,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b123aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b123aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b123aa.jpg,NITTOB123AASILVER,,,-1,0,,,,,,296915-0010002855,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b123crmo,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B123CrMo)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,7350,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b123crmo.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b123crmo.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b123crmo.jpg,NITTOB123CrMo,,,-1,0,,,,,,296915-0010002856,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b132aaf,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B132AAF)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4463,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b132aaf.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b132aaf.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b132aaf.jpg,NITTOB132AAF,,,-1,0,,,,,,296915-0010002857,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b135aaf,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B135AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4463,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b135aaf.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b135aaf.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b135aaf.jpg,NITTOB135AA,,,-1,0,,,,,,296915-0010002858,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b201_bk,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー ブラック (NITTO B201 BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3675,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b201_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b201_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b201_bk.jpg,NITTOB201BLACK,,,-1,0,,,,,,296915-0010002859,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b201_bl,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー ブルー (NITTO B201 BLUE)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4095,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b201_bl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b201_bl.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b201_bl.jpg,NITTOB201BLUE,,,-1,0,,,,,,296915-0010002860,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b201_gl,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー ゴールド (NITTO B201 GOLD)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4095,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b201_gl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b201_gl.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b201_gl.jpg,NITTOB201GOLD,,,-1,0,,,,,,296915-0010002861,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b201_s,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー シルバー (NITTO B201 SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3150,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b201_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b201_s.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b201_s.jpg,NITTOB201SILVER,,,-1,0,,,,,,296915-0010002862,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b2522aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B2522AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4200,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b2522aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b2522aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b2522aa.jpg,NITTOB2522AA,,,-1,0,,,,,,296915-0010002863,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b260aaf_bk,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー ブラック (NITTO B260AAF BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4547,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b260aaf_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b260aaf_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b260aaf_bk.jpg,NITTOB260AAFBLACK,,,-1,0,,,,,,296915-0010002864,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b260aaf_s,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー シルバー (NITTO B260AAF SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3675,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b260aaf_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b260aaf_s.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b260aaf_s.jpg,NITTOB260AAFSILVER,,,-1,0,,,,,,296915-0010002865,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b263aa_bk,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー ブラック (NITTO B263AA BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,4463,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b263aa_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b263aa_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b263aa_bk.jpg,NITTOB263AABLACK,,,-1,0,,,,,,296915-0010002866,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b263aa_s,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー シルバー (NITTO B263AA SILVER)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3675,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b263aa_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b263aa_s.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b263aa_s.jpg,NITTOB263AASILVER,,,-1,0,,,,,,296915-0010002867,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b266aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B266AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3938,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b266aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b266aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b266aa.jpg,NITTOB266AA,,,-1,0,,,,,,296915-0010002868,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b302aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B302AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3675,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b302aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b302aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b302aa.jpg,NITTOB302AA,,,-1,0,,,,,,296915-0010002869,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b307aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B307AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3675,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b307aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b307aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b307aa.jpg,NITTOB307AA,,,-1,0,,,,,,296915-0010002870,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b352aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B352AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,7875,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b352aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b352aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b352aa.jpg,NITTOB352AA,,,-1,0,,,,,,296915-0010002871,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b602aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B602AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3812,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b602aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b602aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b602aa.jpg,NITTOB602AA,,,-1,0,,,,,,296915-0010002872,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,hndl_b617aa,,407699,,ハンドル,nitto,【ピストバイク ハンドル】ニットー  (NITTO B617AA)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,3938,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/hndl_b617aa.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/nitto/hndl_b617aa.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/nitto/hndl_b617aa.jpg,NITTOB617AA,,,-1,0,,,,,,296915-0010002873,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
